ent_num,SDN_name,SDN_type,Program,Title,Call_Sign,Vess_type,Tonnage,GRT,Vess_flag,Vess_owner,Remarks
43112,"FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 12 Mar 1993; Tax ID No. 5050017062 (Russia); Registration Number 1035010206989 (Russia); a.k.a. '223RD FLIGHT DETACHMENT'; a.k.a. '223RD FLIGHT UNIT'; Linked To: PRIVATE MILITARY COMPANY 'WAGNER'."
43113,"JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 16 Oct 1971; Target Type State-Owned Enterprise; Tax ID No. 7718763393 (Russia); Registration Number 1097746281160 (Russia); a.k.a. '224TH FLIGHT UNIT'; a.k.a. '224 FU JSC'; a.k.a. 'OAO 224 LO'; Linked To: PRIVATE MILITARY COMPANY 'WAGNER'."
43114,"OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU GREND SI",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 29 Oct 2014; Tax ID No. 0573004615 (Russia); Registration Number 1140573001117 (Russia); a.k.a. 'OOO GREND SI'; a.k.a. 'GRAND SEA LLC'."
43115,"NASIM BAHR KISH",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 17 Apr 2012; Identification Number 14000222370 (Iran); alt. Identification Number 411418981368 (Iran); Registration Number 9979 (Iran)."
43116,"JOINT STOCK COMPANY LOMO",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 24 Jun 1993; Tax ID No. 7804002321 (Russia); Registration Number 1027802498514 (Russia)."
43117,"LIMITED LIABILITY COMPANY CONDOR TRADING",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 12 May 2012; Tax ID No. 7804485277 (Russia); Registration Number 1127847263290 (Russia); Linked To: JOINT STOCK COMPANY LOMO."
43118,"CLOSED JOINT STOCK COMPANY LOMO LAZER",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 30 Aug 1993; Tax ID No. 7804003942 (Russia); Registration Number 1027802508876 (Russia); Linked To: JOINT STOCK COMPANY LOMO."
43119,"MANAGEMENT COMPANY NEVA JOINT STOCK COMPANY",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 16 May 1994; Tax ID No. 2320042860 (Russia); Registration Number 1022302936754 (Russia); Linked To: JOINT STOCK COMPANY LOMO."
43120,"LIMITED LIABILITY COMPANY SBYTOVAYA ENERGETICHESKAYA KOMPANIYA",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 09 Feb 2007; Tax ID No. 7804355599 (Russia); Registration Number 1077847010340 (Russia); Linked To: JOINT STOCK COMPANY LOMO."
43121,"LIMITED LIABILITY COMPANY SCIENTIFIC-PRODUCTION FIRM RADIO-ELECTRONIC TECHNOLOGIES",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 19 Jan 2018; Tax ID No. 7707404353 (Russia); Registration Number 1187746042230 (Russia)."
43122,"METROVAGONMASH JOINT STOCK COMPANY",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Tax ID No. 5029006702 (Russia); Registration Number 1025003520310 (Russia)."
43123,"OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU MEZHDUNARODNYE TRANSPORTNYE USLUGI",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 29 Jun 2004; Tax ID No. 7730509361 (Russia); Registration Number 1047796470226 (Russia); a.k.a. 'OOO MTU'; a.k.a. 'ITS LLC'; Linked To: KHAZAR SEA SHIPPING LINES."
43124,"ARCTIC ENERGY GROUP LIMITED LIABILITY COMPANY",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 26 Aug 2021; Tax ID No. 9704085543 (Russia); Government Gazette Number 48643351 (Russia); Registration Number 1217700401302 (Russia)."
43125,"SEVERNAYA ZVEZDA LIMITED LIABILITY COMPANY",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 16 Oct 2006; Tax ID No. 2457062730 (Russia); Government Gazette Number 97616736 (Russia); Registration Number 1062457033022 (Russia); a.k.a. 'NORTH STAR'; a.k.a. 'LLC NORTHERN STAR'; Linked To: ARCTIC ENERGY GROUP LIMITED LIABILITY COMPANY."
43126,"STRELA LIMITED LIABILITY COMPANY",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 27 Jan 2022; Organization Type: Sea and coastal freight water transport; Tax ID No. 2469004605 (Russia); Government Gazette Number 70191987 (Russia); Registration Number 1222400001614 (Russia); Linked To: ARCTIC ENERGY GROUP LIMITED LIABILITY COMPANY."
43127,"ARCTIC BULKER LIMITED LIABILITY COMPANY",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 19 May 2022; Organization Type: Sea and coastal freight water transport; Tax ID No. 2469004757 (Russia); Government Gazette Number 55487319 (Russia); Registration Number 1222400012218 (Russia); Linked To: ARCTIC ENERGY GROUP LIMITED LIABILITY COMPANY."
43128,"AKVAMARIN LIMITED LIABILITY COMPANY",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 21 Jan 2008; Tax ID No. 7715683541 (Russia); Government Gazette Number 84724217 (Russia); Registration Number 1087746081246 (Russia)."
43129,"LIMITED LIABILITY COMPANY SMT-ILOGIC",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 27 Nov 2015; Tax ID No. 7804552300 (Russia); Registration Number 1157847407156 (Russia)."
43130,"NEW ARCTIC SHIPPING LIMITED LIABILITY COMPANY",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 26 Aug 2019; Tax ID No. 7704471009 (Russia); Government Gazette Number 41291624 (Russia); Registration Number 1197746527714 (Russia); Linked To: AKVAMARIN LIMITED LIABILITY COMPANY."
43131,"RA-76592","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 31 May 1984; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 43452555; Aircraft Tail Number RA-76592; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43132,"DIREKTSIYA MORSKOI PORT INDIGA LIMITED LIABILITY COMPANY",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 22 Feb 2019; Tax ID No. 2983012934 (Russia); Government Gazette Number 36289536 (Russia); Registration Number 1192901002733 (Russia); Linked To: AKVAMARIN LIMITED LIABILITY COMPANY."
43133,"RA-76638","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 31 May 1985; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 53460802; Aircraft Tail Number RA-76638; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43134,"LIMITED LIABILITY COMPANY DEVICE CONSULTING",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 30 Oct 2002; Tax ID No. 7814128203 (Russia); Registration Number 1027807571550 (Russia)."
43135,"RA-76669","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 30 Jan 1986; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 63465949; Aircraft Tail Number RA-76669; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43136,"RA-76686","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 20 May 1986; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 63468045; Aircraft Tail Number RA-76686; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43137,"PREOBRAZOVATEL MASH LIMITED LIABILITY COMPANY",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 24 Dec 2019; Tax ID No. 9704008683 (Russia); Government Gazette Number 42828368 (Russia); Registration Number 1197746746372 (Russia); Linked To: AKVAMARIN LIMITED LIABILITY COMPANY."
43138,"UNIVERSALNY MORSKOI PORT INDIGA LIMITED LIABILITY COMPANY",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 21 Aug 2019; Organization Type: Sea and coastal freight water transport; Tax ID No. 2983013198 (Russia); Registration Number 1192901007430 (Russia); Linked To: AKVAMARIN LIMITED LIABILITY COMPANY."
43139,"LLC FORTA",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 04 Jun 2019; Tax ID No. 7727420642 (Russia); Registration Number 1197746359271 (Russia)."
43140,"RA-76713","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 29 Nov 1986; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 63474193; Aircraft Tail Number RA-76713; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43141,"RA-76719","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 30 Jan 1987; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 73474226; Aircraft Tail Number RA-76719; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43142,"RA-76738","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 30 Jun 1987; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 73477326; Aircraft Tail Number RA-76738; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43143,"RA-78750","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 29 Feb 1988; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 83483510; Aircraft Tail Number RA-78750; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43144,"BEIJING LUCHENG WEIYE TECHNOLOGY DEVELOPMENT COMPANY LIMITED",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 29 Dec 2005; Tax ID No. 110108783965860 (China); Registration Number 110108009239044 (China); Unified Social Credit Code (USCC) 91110114783965860W (China); Linked To: LIMITED LIABILITY COMPANY SMT-ILOGIC."
43145,"RA-85559","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model TU-154; Aircraft Manufacturer's Serial Number (MSN) 82A559; Aircraft Tail Number RA-85559; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43146,"RA-85563","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model TU-154; Aircraft Manufacturer's Serial Number (MSN) 82A563; Aircraft Tail Number RA-85563; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43147,"RA-85571","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model TU-154; Aircraft Manufacturer's Serial Number (MSN) 83A571; Aircraft Tail Number RA-85571; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43148,"RA-78762","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 30 Jun 1988; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 83486574; Aircraft Tail Number RA-78762; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43149,"RA-85586","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model TU-154; Aircraft Manufacturer's Serial Number (MSN) 84A586; Aircraft Tail Number RA-85586; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43150,"RA-85594","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model TU-154; Aircraft Manufacturer's Serial Number (MSN) 84A594; Aircraft Tail Number RA-85594; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43151,"RA-82038","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 29 Dec 1989; Aircraft Model AN-124; Aircraft Manufacturer's Serial Number (MSN) 9773054955077; Aircraft Tail Number RA-82038; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43152,"RA-78776","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 83489652; Aircraft Tail Number RA-78776; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43153,"RA-85605","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model TU-154; Aircraft Manufacturer's Serial Number (MSN) 85A605; Aircraft Tail Number RA-85605; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43154,"RA-78789","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 30 Dec 1988; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 83490706; Aircraft Tail Number RA-78789; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43155,"RA-85686","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model TU-154; Aircraft Manufacturer's Serial Number (MSN) 90A854; Aircraft Tail Number RA-85686; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43156,"RA-86495","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model IL-62; Aircraft Manufacturer's Serial Number (MSN) 2726628.1; Aircraft Tail Number RA-86495; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43157,"RA-86496","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model IL-62; Aircraft Manufacturer's Serial Number (MSN) 3829859.1; Aircraft Tail Number RA-86496; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43158,"RA-78794","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 31 Jan 1989; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 93490726; Aircraft Tail Number RA-78794; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43159,"RA-86539","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model IL-62; Aircraft Manufacturer's Serial Number (MSN) 2344615; Aircraft Tail Number RA-86539; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43160,"RA-82039","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 29 Jun 1990; Aircraft Model AN-124; Aircraft Manufacturer's Serial Number (MSN) 9773052055082; Aircraft Tail Number RA-82039; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43161,"RA-82040","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 31 Oct 1990; Aircraft Model AN-124; Aircraft Manufacturer's Serial Number (MSN) 9773053055086; Aircraft Tail Number RA-82040; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43162,"RF-82041","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 08 Feb 1991; Aircraft Mode S Transponder Code 154079; Aircraft Model AN-124; Aircraft Manufacturer's Serial Number (MSN) 9773054055089; Aircraft Tail Number RF-82041; Linked To: COMMAND OF THE MILITARY TRANSPORT AVIATION."
43163,"RA-86555","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model IL-62; Aircraft Manufacturer's Serial Number (MSN) 4547315; Aircraft Tail Number RA-86555; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43164,"RA-86561","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model IL-62; Aircraft Manufacturer's Serial Number (MSN) 4154842; Aircraft Tail Number RA-86561; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43165,"RA-78796","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 28 Feb 1989; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 93491735; Aircraft Tail Number RA-78796; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43166,"RF-78764","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 83486585; Aircraft Tail Number RF-78764; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43167,"RA-78816","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 31 Jul 1989; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 93495846; Aircraft Tail Number RA-78816; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43168,"RA-86572","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model IL-62; Aircraft Manufacturer's Serial Number (MSN) 3154624; Aircraft Tail Number RA-86572; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43169,"RF-78797","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 28 Feb 1989; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 93491742; Aircraft Tail Number RF-78797; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43170,"RA-78817","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 31 Jul 1989; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 93495851; Aircraft Tail Number RA-78817; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43171,"RA-86906","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 23436064; Aircraft Tail Number RA-86906; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43172,"RA-78846","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model AN-124; Aircraft Manufacturer's Serial Number (MSN) 1003403113; Aircraft Tail Number RA-78846; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43173,"THE ENERGY RESEARCH INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 06 Jun 1994; Tax ID No. 7727083080 (Russia); Government Gazette Number 04813131 (Russia); Registration Number 1037739092643 (Russia); a.k.a. 'INEI RAN'."
43174,"RA-75478","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model IL-18; Aircraft Manufacturer's Serial Number (MSN) 189011302; Aircraft Tail Number RA-75478; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43175,"INSTITUTE OF PETROLEUM CHEMISTRY SIBERIAN BRANCH OF THE RUSSIAN ACADEMY OF SCIENCES",-0- ,"RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Organization Established Date 05 Aug 1968; Tax ID No. 7021001022 (Russia); Government Gazette Number 03534067 (Russia); Registration Number 1027000876374 (Russia)."
43176,"RA-78818","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 31 Aug 1989; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 93495858; Aircraft Tail Number RA-78818; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43177,"RA-82010","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 30 Dec 1986; Aircraft Model AN-124; Aircraft Manufacturer's Serial Number (MSN) 9773053616017; Aircraft Tail Number RA-82010; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43178,"RA-78831","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 31 Aug 1990; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 1003401017; Aircraft Tail Number RA-78831; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43179,"RF-78815","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 31 Jul 1989; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 93494842; Aircraft Tail Number RF-78815; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43180,"RA-75496","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model IL-18; Aircraft Manufacturer's Serial Number (MSN) 188011303; Aircraft Tail Number RA-75496; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43181,"RA-78835","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 25 May 1990; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 1003402033; Aircraft Tail Number RA-78835; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43182,"RA-75499","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model IL-18; Aircraft Manufacturer's Serial Number (MSN) 188011004; Aircraft Tail Number RA-75499; Linked To: FEDERAL STATE GOVERNMENTAL INSTITUTION 223 FLIGHT UNIT STATE AIRLINES OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION."
43183,"RF-78834","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 29 Apr 1990; Aircraft Model IL-76; Aircraft Manufacturer's Serial Number (MSN) 1003401032; Aircraft Tail Number RF-78834; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
43184,"RA-82012","aircraft","RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 30 Jun 1987; Aircraft Model AN-124; Aircraft Manufacturer's Serial Number (MSN) 9773052732028; Aircraft Tail Number RA-82012; Linked To: JOINT STOCK COMPANY THE 224TH FLIGHT UNIT STATE AIRLINES."
